"primer_apellido","segundo_apellido","primer_nombre","segundo_nombre","id_politico","partido","inicio","fin","legislatura","cargo","status","circunscripcion","sexo","fecha_nac","fecha_inicio_l","fecha_fin_l","fecha_intermedia","ed_asumir_1","ed_asumir","edad_asumir","agregado","legislaturas_agrupadas"
"BOCCHIARDO","CAORSI","DOMINGO",NA,4568,"Partido Nacional",2012,2012,47,"Diputado","Suplente",NA,1,"1968-12-02","2010-02-15","2015-02-14","2012-08-15",43,NA,43,1,"1985-2020"
"BONILLA","BLANCO","HERNAN","LUIS",4601,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,"1982-05-29","2010-02-15","2015-02-14","2012-08-15",30,NA,30,1,"1985-2020"
"BORJA","ALFONSO","STELLA","MARIS",4720,"Partido Nacional",2011,2012,47,"Diputado","Suplente",NA,0,"1961-08-07","2010-02-15","2015-02-14","2012-08-15",51,NA,51,1,"1985-2020"
"BOUSSES","POMIES","HEBER","ALCIDES",4599,"Frente Amplio",2010,2014,47,"Diputado","Suplente",NA,1,"1961-12-22","2010-02-15","2015-02-14","2012-08-15",50,NA,50,1,"1985-2020"
"BRADFORD","IBARBURIS","SAMUEL","EDARDO",4715,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,1,"1962-10-26","2010-02-15","2015-02-14","2012-08-15",49,NA,49,1,"1985-2020"
"CABALLERO","PACHECO","ROBERTO",NA,4705,"Frente Amplio",2010,2011,47,"Diputado","Suplente",NA,1,"1951-01-31","2010-02-15","2015-02-14","2012-08-15",61,NA,61,1,"1985-2020"
"CABALLERO","RUIZ","IRENE",NA,4603,"Partido Nacional",2010,2015,47,"Diputado","Suplente",NA,1,"1974-09-10","2010-02-15","2015-02-14","2012-08-15",37,NA,37,1,"1985-2020"
"CABRERA","BENVENUTTO","SOLANA",NA,4718,"Partido Nacional",2010,2014,47,"Diputado","Suplente",NA,0,"1956-06-08","2010-02-15","2015-02-14","2012-08-15",56,NA,56,1,"1985-2020"
"CAFFERA","JURI","JORGE","ATILIO",4610,"Frente Amplio",2010,2013,47,"Diputado","Suplente",NA,1,"1949-02-24","2010-02-15","2015-02-14","2012-08-15",63,NA,63,1,"1985-2020"
"CAMPBELL","MARTINEZ","PERLA","GRACIELA",4696,"Frente Amplio",2011,2012,47,"Diputado","Suplente",NA,0,"1947-02-05","2010-02-15","2015-02-14","2012-08-15",65,NA,65,1,"1985-2020"
"CARDOZO","PADULA","JORGE","GIL",4611,"Frente Amplio",2010,2010,47,"Diputado","Suplente",NA,1,"1982-09-14","2010-02-15","2015-02-14","2012-08-15",29,NA,29,1,"1985-2020"
"CARRASCO","TESTORE","AMERICO","MARIA",4531,"Partido Nacional",2011,2015,47,"Diputado","Suplente",NA,1,"1939-02-20","2010-02-15","2015-02-14","2012-08-15",73,NA,73,1,"1985-2020"
"CARRERAS","FERNANDEZ","FLORO","ALBERTO",4589,"Partido Nacional",2010,2010,47,"Diputado","Suplente",NA,1,"1928-11-09","2010-02-15","2015-02-14","2012-08-15",83,NA,83,1,"1985-2020"
"CASAS","MARTINEZ","DARDO",NA,4564,"Partido Nacional",2010,2012,47,"Diputado","Suplente",NA,1,"1977-03-01","2010-02-15","2015-02-14","2012-08-15",35,NA,35,1,"1985-2020"
"CASTILLO","RAMIREZ","ESBAR","GONZALO",4578,"Partido Nacional",2010,2013,47,"Diputado","Suplente",NA,1,"1985-01-27","2010-02-15","2015-02-14","2012-08-15",27,NA,27,1,"1985-2020"
"CENTURION","SCHAUMAN","PABLO","ENRIQUE",4691,"Frente Amplio",2011,2014,47,"Diputado","Suplente",NA,1,"1956-09-02","2010-02-15","2015-02-14","2012-08-15",55,NA,55,1,"1985-2020"
"CHA","MAIDANA","JAVIER",NA,4607,"Frente Amplio",2010,2015,47,"Diputado","Suplente",NA,1,"1965-01-27","2010-02-15","2015-02-14","2012-08-15",47,NA,47,1,"1985-2020"
"ABDALA","SCHWARZ","PABLO","DANIEL",1453,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1966-07-14","2015-02-15","2020-02-14","2017-08-15",NA,48,48,0,"1985-2020"
"CASTAINGDEBAT","COLOMBO","ARMANDO","IRINEO",2406,"Partido Nacional",2015,2018,48,"Diputado","Titular",NA,1,"1959-10-26","2015-02-15","2020-02-14","2017-08-15",NA,55,55,0,"1985-2020"
"CHIAZZARO","CURIONI","ROBERTO",NA,2316,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1949-12-20","2015-02-15","2020-02-14","2017-08-15",NA,65,65,0,"1985-2020"
"CIVILA","LOPEZ","GONZALO","MARTIN",3876,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1984-12-06","2015-02-15","2020-02-14","2017-08-15",NA,30,30,0,"1985-2020"
"DASTUGUE","DA ROSA","ALVARO",NA,2422,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1980-04-03","2015-02-15","2020-02-14","2017-08-15",NA,34,34,0,"1985-2020"
"DE LEON","OJEDA","WALTER","ULISES",2295,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1951-02-20","2015-02-15","2020-02-14","2017-08-15",NA,63,63,0,"1985-2020"
"DE LOS SANTOS","PIRIZ","OSCAR","JOE",426,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1962-02-17","2015-02-15","2020-02-14","2017-08-15",NA,52,52,0,"1985-2020"
"DIAZ","REY","LUCIA","BETTIANA",4801,"Frente Amplio",2017,2020,48,"Diputado","Titular",NA,0,"1988-02-09","2015-02-15","2020-02-14","2017-08-15",NA,27,27,1,"1985-2020"
"FERNANDEZ","HUIDOBRO","ELEUTERIO",NA,531,"Frente Amplio",2005,2009,46,"Senador","Titular",NA,1,"1942-03-14","2005-02-15","2010-02-14","2007-08-16",NA,62,62,1,"1985-2025"
"EZQUERRA","ALONSO","WILSON","SHASIR",1745,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1979-01-23","2015-02-15","2020-02-14","2017-08-15",NA,36,36,0,"1985-2020"
"FACELLO","GERMANO","GUILLERMO","RUBEN",2388,"Partido Colorado",2015,2020,48,"Diputado","Titular",NA,1,"1953-09-08","2015-02-15","2020-02-14","2017-08-15",NA,61,61,0,"1985-2020"
"FRATTI","SILVEIRA","LUIS","ALFREDO",3907,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1956-10-23","2015-02-15","2020-02-14","2017-08-15",NA,58,58,0,"1985-2020"
"GALAN","PEREZ","LILIAN","RAQUEL",2306,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1961-09-23","2015-02-15","2020-02-14","2017-08-15",NA,53,53,0,"1985-2020"
"GALLO","CANTERA","LUIS","ENRIQUE",4234,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1961-01-14","2015-02-15","2020-02-14","2017-08-15",NA,54,54,0,"1985-2020"
"GANDINI","ASTESIANO","JORGE","OSVALDO",1797,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,1,"1958-03-05","2015-02-15","2020-02-14","2017-08-15",NA,56,56,0,"1985-2020"
"GANDINI","ASTESIANO","JORGE","OSVALDO",1797,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1958-03-05","2015-02-15","2020-02-14","2017-08-15",NA,56,56,0,"1985-2020"
"GARCIA","GONZALEZ","MARIO","LUIS",4662,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,1,"1969-03-20","2015-02-15","2020-02-14","2017-08-15",NA,45,45,0,"1985-2020"
"GARCIA","GONZALEZ","MARIO","LUIS",4662,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1969-03-20","2015-02-15","2020-02-14","2017-08-15",NA,45,45,0,"1985-2020"
"GELMAN","GARCIA","MARIA","MACARENA",4818,"Frente Amplio",2015,2019,48,"Diputado","Titular",NA,0,"1976-11-01","2015-02-15","2020-02-14","2017-08-15",NA,38,38,1,"1985-2020"
"GONI","REYES","RODRIGO",NA,665,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1967-07-03","2015-02-15","2020-02-14","2017-08-15",NA,47,47,0,"1985-2020"
"GONZALEZ",NA,"PABLO",NA,1825,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1974-10-20","2015-02-15","2020-02-14","2017-08-15",NA,40,40,0,"1985-2020"
"GROBA","ARRIONDO","OSCAR",NA,3934,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1951-01-10","2015-02-15","2020-02-14","2017-08-15",NA,64,64,0,"1985-2020"
"ITURRALDE","VINAS","PABLO","LUIS",3945,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1959-09-23","2015-02-15","2020-02-14","2017-08-15",NA,55,55,0,"1985-2020"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,1,"1954-07-03","2015-02-15","2020-02-14","2017-08-15",NA,60,60,0,"1985-2020"
"LAFLUF","HEBEICH","OMAR","MARIA",3949,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1954-07-03","2015-02-15","2020-02-14","2017-08-15",NA,60,60,0,"1985-2020"
"LARZABAL","NEVES","NELSON","RAUL",2331,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1955-07-14","2015-02-15","2020-02-14","2017-08-15",NA,59,59,0,"1985-2020"
"AMADO","FERNANDEZ","FERNANDO",NA,2387,"Partido Colorado",2015,2019,48,"Diputado","Titular",NA,1,"1982-09-11","2015-02-15","2020-02-14","2017-08-15",NA,32,32,0,"1985-2020"
"AMARILLA","DE NICOLA","GERARDO","ANDRES",4369,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,1,"1969-02-01","2015-02-15","2020-02-14","2017-08-15",NA,46,46,0,"1985-2020"
"AMARILLA","DE NICOLA","GERARDO","ANDRES",4369,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1969-02-01","2015-02-15","2020-02-14","2017-08-15",NA,46,46,0,"1985-2020"
"LEMA","PERRETTA","MARTIN",NA,2428,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1982-09-06","2015-02-15","2020-02-14","2017-08-15",NA,32,32,0,"1985-2020"
"LIMA","PROSERPIO","ANDRES","PABLO",3954,"Frente Amplio",2015,2015,48,"Diputado","Titular",NA,1,"1973-10-31","2015-02-15","2020-02-14","2017-08-15",NA,41,41,0,"1985-2020"
"LUSTEMBERG","HARO","MARIA","CRISTINA",2344,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1966-01-12","2015-02-15","2020-02-14","2017-08-15",NA,49,49,0,"1985-2020"
"MAHIA","FREIRE","JOSE","CARLOS",3967,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1966-08-08","2015-02-15","2020-02-14","2017-08-15",NA,48,48,0,"1985-2020"
"MALAN","CASTRO","ENZO","JAVIER",2333,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1970-01-16","2015-02-15","2020-02-14","2017-08-15",NA,45,45,0,"1985-2020"
"MATIAUDE","ESPINO","GRACIELA","VENANCIA",2373,"Partido Colorado",2015,2019,48,"Diputado","Titular",NA,0,"1957-03-14","2015-02-15","2020-02-14","2017-08-15",NA,57,57,0,"1985-2020"
"MENDIONDO","SORONDO","CONSTANTE","ROGELIO",2346,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1953-02-06","2015-02-15","2020-02-14","2017-08-15",NA,62,62,0,"1985-2020"
"MIER","ESTADES","EDGARDO","DIONISIO",2433,"Partido Nacional",2015,2017,48,"Diputado","Titular",NA,1,"1953-05-09","2015-02-15","2020-02-14","2017-08-15",NA,61,61,0,"1985-2020"
"MIER","ESTADES","SERGIO","ANTERES",2318,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1955-06-27","2015-02-15","2020-02-14","2017-08-15",NA,59,59,0,"1985-2020"
"MINETTI","FERNANDEZ","ORQUIDEA",NA,2313,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1954-09-26","2015-02-15","2020-02-14","2017-08-15",NA,60,60,0,"1985-2020"
"MONTANER","FORMOSO","DORA","SUSANA",4759,"Partido Colorado",2015,2020,48,"Diputado","Titular",NA,0,NA,"2015-02-15","2020-02-14","2017-08-15",NA,NA,NA,1,"1985-2020"
"MUJICA","BENOIT","GONZALO","FERNANDO",963,"Frente Amplio",2015,2017,48,"Diputado","Titular",NA,1,"1956-06-06","2015-02-15","2020-02-14","2017-08-15",NA,58,58,0,"1985-2020"
"MUTTI","FORNAROLI","MARIA","MANUELA",4819,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1987-01-13","2015-02-15","2020-02-14","2017-08-15",NA,28,28,1,"1985-2020"
"NIFFOURI","BLANCO","AMIN",NA,2401,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,1,"1971-12-02","2015-02-15","2020-02-14","2017-08-15",NA,43,43,0,"1985-2020"
"NIFFOURI","BLANCO","AMIN",NA,2401,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1971-12-02","2015-02-15","2020-02-14","2017-08-15",NA,43,43,0,"1985-2020"
"NUNEZ","FALLABRINO","GERARDO","HECTOR",4776,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1985-02-18","2015-02-15","2020-02-14","2017-08-15",NA,29,29,1,"1985-2020"
"OLAIZOLA","AMEN","JUAN","JOSE",4796,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1967-01-08","2015-02-15","2020-02-14","2017-08-15",NA,48,48,1,"1985-2020"
"OLIVERA","SEIGUERMAN","NICOLAS","JAVIER",4008,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,1,"1981-05-04","2015-02-15","2020-02-14","2017-08-15",NA,33,33,0,"1985-2020"
"OLIVERA","SEIGUERMAN","NICOLAS","JAVIER",4008,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1981-05-04","2015-02-15","2020-02-14","2017-08-15",NA,33,33,0,"1985-2020"
"PASQUET","IRIBARNE","OPE",NA,4014,"Partido Colorado",2015,2020,48,"Diputado","Titular","Canelones",1,"1956-01-10","2015-02-15","2020-02-14","2017-08-15",NA,59,59,0,"1985-2020"
"PASSADA","LEONCINI","IVONNE","GRAZIELLA",2329,"Frente Amplio",2015,2015,48,"Diputado","Titular","Rocha",0,"1956-04-04","2015-02-15","2020-02-14","2017-08-15",NA,58,58,0,"1985-2020"
"PENA","FERNANDEZ","DANIEL","ADRIAN",4561,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1972-12-21","2015-02-15","2020-02-14","2017-08-15",NA,42,42,0,"1985-2020"
"PENA","ROBAINA","NELSON","ADRIAN",4834,"Partido Colorado",2020,2020,48,"Diputado","Titular",NA,1,"1976-01-20","2015-02-15","2020-02-14","2017-08-15",NA,39,39,1,"1985-2020"
"PENA","ROBAINA","NELSON","ADRIAN",4834,"Partido Colorado",2015,2020,48,"Diputado","Titular",NA,1,"1976-01-20","2015-02-15","2020-02-14","2017-08-15",NA,39,39,1,"1985-2020"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",2020,2020,48,"Diputado","Titular","Montevideo",1,"1965-10-07","2015-02-15","2020-02-14","2017-08-15",NA,49,49,0,"1985-2020"
"PENADES","ETCHEVARNE","GUSTAVO","CARLOS",2009,"Partido Nacional",2015,2020,48,"Diputado","Titular","Montevideo",1,"1965-10-07","2015-02-15","2020-02-14","2017-08-15",NA,49,49,0,"1985-2020"
"PERDOMO","GAMARRA","ALBERTO","JAVIER",4018,"Partido Nacional",2015,2017,48,"Diputado","Titular","Lavalleja",1,"1967-04-06","2015-02-15","2020-02-14","2017-08-15",NA,47,47,0,"1985-2020"
"PEREYRA","HUELMO","HECTOR","ANIBAL",4022,"Frente Amplio",2015,2015,48,"Diputado","Titular",NA,1,"1966-11-07","2015-02-15","2020-02-14","2017-08-15",NA,48,48,0,"1985-2020"
"PEREYRA","PINEYRO","SUSANA",NA,2303,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",0,"1956-04-24","2015-02-15","2020-02-14","2017-08-15",NA,58,58,0,"1985-2020"
"PEREZ","BRITO","DARIO",NA,4309,"Frente Amplio",2015,2020,48,"Diputado","Titular","Maldonado",1,"1957-01-06","2015-02-15","2020-02-14","2017-08-15",NA,58,58,0,"1985-2020"
"PLACERES","MOMBRU","DANIEL","EDUARDO",2301,"Frente Amplio",2015,2019,48,"Diputado","Titular","Canelones",1,"1965-11-18","2015-02-15","2020-02-14","2017-08-15",NA,49,49,0,"1985-2020"
"POSADA","PAGLIOTTI","IVAN","ADAN",1127,"Partido Independiente",2015,2020,48,"Diputado","Titular","Canelones",1,"1953-12-25","2015-02-15","2020-02-14","2017-08-15",NA,61,61,0,"1985-2020"
"PUIG","CARDOZO","LUIS","WILFREDO",2320,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",1,"1955-11-06","2015-02-15","2020-02-14","2017-08-15",NA,59,59,0,"1985-2020"
"RADIO","PRESTA","DANIEL","ALEXIS",2398,"Partido Independiente",2015,2020,48,"Diputado","Titular","Maldonado",1,"1959-02-20","2015-02-15","2020-02-14","2017-08-15",NA,55,55,0,"1985-2020"
"RAPELA","PALERMO","VALENTINA","NATALIE",2375,"Partido Colorado",2015,2020,48,"Diputado","Titular","Paysandú",0,"1987-11-15","2015-02-15","2020-02-14","2017-08-15",NA,27,27,0,"1985-2020"
"REUTOR","DA CUNA","CARLOS","ALBERTO",2330,"Frente Amplio",2015,2020,48,"Diputado","Titular","Tacuarembó",1,"1974-05-31","2015-02-15","2020-02-14","2017-08-15",NA,40,40,0,"1985-2020"
"RIOS","FERREIRA","SILVIO",NA,4861,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1947-10-28","2015-02-15","2020-02-14","2017-08-15",NA,67,67,1,"1985-2020"
"ANDRADE","LALLANA","OSCAR",NA,2322,"Frente Amplio",2015,2016,48,"Diputado","Titular","Montevideo",1,"1974-08-09","2015-02-15","2020-02-14","2017-08-15",NA,40,40,0,"1985-2020"
"ANDUJAR","ALVAREZ DE RON","SEBASTIAN",NA,2410,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1974-03-14","2015-02-15","2020-02-14","2017-08-15",NA,40,40,0,"1985-2020"
"ANTIA","BEHRENS","ENRIQUE","ANDRES",3813,"Partido Nacional",2015,2015,48,"Diputado","Titular",NA,1,"1949-11-30","2015-02-15","2020-02-14","2017-08-15",NA,65,65,0,"1985-2020"
"ARISTIMUNO","FUMERO","CARMELO","SAUL",2353,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1951-07-18","2015-02-15","2020-02-14","2017-08-15",NA,63,63,0,"1985-2020"
"RODRIGUEZ","ALVEZ","EDGARDO",NA,4063,"Frente Amplio",2015,2020,48,"Diputado","Titular","Canelones",1,"1961-12-25","2015-02-15","2020-02-14","2017-08-15",NA,53,53,0,"1985-2020"
"RODRIGUEZ","GALVEZ","CARLOS",NA,4549,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1971-11-29","2015-02-15","2020-02-14","2017-08-15",NA,43,43,0,"1985-2020"
"RODRIGUEZ","MERLO","CONRADO","HERNAN",2380,"Partido Colorado",2015,2020,48,"Diputado","Titular","Salto",1,"1980-03-24","2015-02-15","2020-02-14","2017-08-15",NA,34,34,0,"1985-2020"
"RODRIGUEZ","SANTO","GLORIA","RUDI",2404,"Partido Nacional",2020,2020,48,"Diputado","Titular","Montevideo",0,"1960-10-26","2015-02-15","2020-02-14","2017-08-15",NA,54,54,0,"1985-2020"
"RODRIGUEZ","SANTO","GLORIA","RUDI",2404,"Partido Nacional",2015,2020,48,"Diputado","Titular","Montevideo",0,"1960-10-26","2015-02-15","2020-02-14","2017-08-15",NA,54,54,0,"1985-2020"
"RODRIGUEZ","SERVETTO","NELSON","VLADIMIR",4071,"Partido Nacional",2015,2020,48,"Diputado","Titular","Montevideo",1,"1959-07-19","2015-02-15","2020-02-14","2017-08-15",NA,55,55,0,"1985-2020"
"ROSELLI","MORA","EDMUNDO","MARTIN",2420,"Partido Nacional",2015,2020,48,"Diputado","Titular","Paysandú",1,"1958-07-25","2015-02-15","2020-02-14","2017-08-15",NA,56,56,0,"1985-2020"
"RUBIO","VICO","EDUARDO","JOSE",4079,"Asamblea Popular",2015,2020,48,"Diputado","Titular",NA,1,"1952-08-05","2015-02-15","2020-02-14","2017-08-15",NA,62,62,0,"1985-2020"
"RUIZ","BRITO","JUAN","FEDERICO",4083,"Frente Amplio",2015,2020,48,"Diputado","Titular","Maldonado",1,"1979-02-02","2015-02-15","2020-02-14","2017-08-15",NA,36,36,0,"1985-2020"
"SABINI","GIANNECCHINI","SEBASTIAN",NA,2340,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",1,"1981-06-11","2015-02-15","2020-02-14","2017-08-15",NA,33,33,0,"1985-2020"
"SANCHEZ","PEREIRA","ALEJANDRO","DARIO",2317,"Frente Amplio",2020,2020,48,"Diputado","Titular","Colonia",1,"1980-04-24","2015-02-15","2020-02-14","2017-08-15",NA,34,34,0,"1985-2020"
"SANCHEZ","PEREIRA","ALEJANDRO","DARIO",2317,"Frente Amplio",2015,2020,48,"Diputado","Titular","Colonia",1,"1980-04-24","2015-02-15","2020-02-14","2017-08-15",NA,34,34,0,"1985-2020"
"SANSEVERINO","MANSILLA","BERTA",NA,2308,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",0,"1946-04-25","2015-02-15","2020-02-14","2017-08-15",NA,68,68,0,"1985-2020"
"SEMPRONI","ROBAINA","VICTOR","FELIX",2161,"Frente Amplio",2015,2016,48,"Diputado","Titular","Montevideo",1,"1937-03-27","2015-02-15","2020-02-14","2017-08-15",NA,77,77,0,"1985-2020"
"SILVERA","PERLAS","WASHINGTON","JOSE",2337,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",1,"1945-04-08","2015-02-15","2020-02-14","2017-08-15",NA,69,69,0,"1985-2020"
"SOSA","ACOSTA","HERIBERTO",NA,4098,"Partido Independiente",2015,2018,48,"Diputado","Titular","Montevideo",1,"1941-09-21","2015-02-15","2020-02-14","2017-08-15",NA,73,73,0,"1985-2020"
"TIERNO","FERNANDEZ","NELSON","MARTIN",2326,"Frente Amplio",2015,2020,48,"Diputado","Titular","San José",1,"1968-07-06","2015-02-15","2020-02-14","2017-08-15",NA,46,46,0,"1985-2020"
"UMPIERREZ","DIANO","JAVIER","ERNESTO",4460,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1964-05-15","2015-02-15","2020-02-14","2017-08-15",NA,50,50,0,"1985-2020"
"VARELA","NESTIER","CARLOS","RICARDO",4251,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",1,"1954-05-01","2015-02-15","2020-02-14","2017-08-15",NA,60,60,0,"1985-2020"
"VERRI","PIRIZ","WALTER",NA,2382,"Partido Colorado",2015,2020,48,"Diputado","Titular","Montevideo",1,"1962-08-01","2015-02-15","2020-02-14","2017-08-15",NA,52,52,0,"1985-2020"
"VIDALIN","AGUIRRE","CARMELO","JOSE",4123,"Partido Nacional",2015,2015,48,"Diputado","Titular","Soriano",1,"1955-11-17","2015-02-15","2020-02-14","2017-08-15",NA,59,59,0,"1985-2020"
"VIEL","CORREA","STELLA","MARIS",4864,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1946-04-11","2015-02-15","2020-02-14","2017-08-15",NA,68,68,1,"1985-2020"
"VIERA","DUARTE","TABARE",NA,1427,"Partido Colorado",2015,2020,48,"Diputado","Titular","Tacuarembó",1,"1955-04-07","2015-02-15","2020-02-14","2017-08-15",NA,59,59,0,"1985-2020"
"YURRAMENDI","PEREZ","JOSE","FRANCISCO",4125,"Partido Nacional",2015,2020,48,"Diputado","Titular","Rivera",1,"1981-12-25","2015-02-15","2020-02-14","2017-08-15",NA,33,33,0,"1985-2020"
"AROCENA","ARGUL","JOSE","ANDRES",3817,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1964-05-24","2015-02-15","2020-02-14","2017-08-15",NA,50,50,0,"1985-2020"
"ASTI","CARLI","ALFREDO","ANGEL",4135,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1948-10-02","2015-02-15","2020-02-14","2017-08-15",NA,66,66,0,"1985-2020"
"AYALA","BARRIOS","MARIO","DANIEL",2413,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1966-05-19","2015-02-15","2020-02-14","2017-08-15",NA,48,48,0,"1985-2020"
"BACIGALUPE","AUNES","RUBEN","ANIBAL",3824,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,1,"1966-10-06","2015-02-15","2020-02-14","2017-08-15",NA,48,48,0,"1985-2020"
"BARREIRO","ALVAREZ","GABRIELA","SUSANA",4140,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1962-03-18","2015-02-15","2020-02-14","2017-08-15",NA,52,52,0,"1985-2020"
"BATTISTONI","SPINELLI","JULIO","JOSE",2327,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1945-01-02","2015-02-15","2020-02-14","2017-08-15",NA,70,70,0,"1985-2020"
"GALLINAL","NIETO","FRANCISCO","GUSTAVO",3910,"Partido Nacional",2005,2010,46,"Senador","Titular",NA,1,"1957-05-10","2005-02-15","2010-02-14","2007-08-16",NA,47,47,0,"1985-2025"
"GARGANO","OSTUNI","REINALDO","APOLO",1805,"Frente Amplio",2005,2010,46,"Senador","Titular",NA,1,"1934-07-26","2005-02-15","2010-02-14","2007-08-16",NA,70,70,0,"1985-2025"
"BIANCHI","POLI","GRACIELA","ELENA",2418,"Partido Nacional",2020,2020,48,"Diputado","Titular",NA,0,"1953-11-14","2015-02-15","2020-02-14","2017-08-15",NA,61,61,0,"1985-2020"
"BIANCHI","POLI","GRACIELA","ELENA",2418,"Partido Nacional",2015,2020,48,"Diputado","Titular",NA,0,"1953-11-14","2015-02-15","2020-02-14","2017-08-15",NA,61,61,0,"1985-2020"
"BIANCHI","SALOMON","DANIEL","MARIO",219,"Partido Colorado",2015,2015,48,"Diputado","Titular",NA,1,"1962-09-04","2015-02-15","2020-02-14","2017-08-15",NA,52,52,0,"1985-2020"
"BOTTINO","FIURI","MARIA","CECILIA",2361,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,0,"1960-10-19","2015-02-15","2020-02-14","2017-08-15",NA,54,54,0,"1985-2020"
"CAGGIANI","GOMEZ","DANIEL",NA,2315,"Frente Amplio",2015,2020,48,"Diputado","Titular",NA,1,"1983-07-20","2015-02-15","2020-02-14","2017-08-15",NA,31,31,0,"1985-2020"
"CARBALLO","DA COSTA","FELIPE",NA,1618,"Frente Amplio",2015,2020,48,"Diputado","Titular","Montevideo",1,"1972-08-24","2015-02-15","2020-02-14","2017-08-15",NA,42,42,0,"1985-2020"
"CARDOSO","FERREIRA","GERMAN",NA,1622,"Partido Colorado",2020,2020,48,"Diputado","Titular",NA,1,"1973-10-01","2015-02-15","2020-02-14","2017-08-15",NA,41,41,0,"1985-2020"
"CARDOSO","FERREIRA","GERMAN",NA,1622,"Partido Colorado",2015,2020,48,"Diputado","Titular",NA,1,"1973-10-01","2015-02-15","2020-02-14","2017-08-15",NA,41,41,0,"1985-2020"
"CARDOSO","SILVA","JOSE","CARLOS",3859,"Partido Nacional",2015,2015,48,"Diputado","Titular",NA,1,"1958-04-24","2015-02-15","2020-02-14","2017-08-15",NA,56,56,0,"1985-2020"
